Eliminations,Damage Dealt,Assists,Objective Time,Damage Mitigated,Healing Done,Deaths,Solo Kills,Final Blows,Role,Result,match_id,round_num,team
21,5490,0,35,925,216,5,1,6,Damage,1,NA_S2_RR_W4_D1_M1,2,Sakura
19,13969,0,22,0,0,3,0,10,Damage,1,NA_S2_RR_W4_D1_M1,2,Sakura
21,7191,12,51,16433,748,3,0,5,Tank,1,NA_S2_RR_W4_D1_M1,2,Sakura
16,4386,14,40,2343,5052,3,0,3,Support,1,NA_S2_RR_W4_D1_M1,2,Sakura
12,3998,16,25,0,9506,3,0,4,Support,1,NA_S2_RR_W4_D1_M1,2,Sakura
26,9769,2,96,0,0,5,0,9,Damage,1,NA_S2_RR_W4_D1_M1,3,Supernova
26,8164,0,96,498,333,8,0,14,Damage,1,NA_S2_RR_W4_D1_M1,3,Supernova
27,11817,10,221,12075,0,6,0,8,Tank,1,NA_S2_RR_W4_D1_M1,3,Supernova
17,4764,30,121,4800,8633,7,0,4,Support,1,NA_S2_RR_W4_D1_M1,3,Supernova
20,5643,26,87,0,14770,6,0,4,Support,1,NA_S2_RR_W4_D1_M1,3,Supernova
21,8674,0,186,1542,611,8,0,9,Damage,0,NA_S2_RR_W4_D1_M1,3,Sakura
14,10661,0,29,0,0,9,0,7,Damage,0,NA_S2_RR_W4_D1_M1,3,Sakura
23,10566,12,235,8732,0,9,0,10,Tank,0,NA_S2_RR_W4_D1_M1,3,Sakura
21,4723,22,116,2728,5481,7,0,3,Support,0,NA_S2_RR_W4_D1_M1,3,Sakura
18,5681,22,131,0,15254,6,0,3,Support,0,NA_S2_RR_W4_D1_M1,3,Sakura
20,12977,1,71,0,0,14,0,6,Damage,0,NA_S2_RR_W4_D1_M1,4,Supernova
33,12505,0,148,0,0,11,1,18,Damage,0,NA_S2_RR_W4_D1_M1,4,Supernova
24,19258,5,308,21763,0,12,0,6,Tank,0,NA_S2_RR_W4_D1_M1,4,Supernova
17,6871,29,170,8268,15083,10,0,3,Support,0,NA_S2_RR_W4_D1_M1,4,Supernova
17,7540,20,60,0,18598,10,0,9,Support,0,NA_S2_RR_W4_D1_M1,4,Supernova
38,13886,1,210,3844,802,8,1,18,Damage,1,NA_S2_RR_W4_D1_M1,4,Sakura
37,21405,1,60,0,0,10,0,18,Damage,1,NA_S2_RR_W4_D1_M1,4,Sakura
41,15334,18,291,26027,778,6,0,17,Tank,1,NA_S2_RR_W4_D1_M1,4,Sakura
19,5262,39,208,5523,10833,10,0,1,Support,1,NA_S2_RR_W4_D1_M1,4,Sakura
23,4888,34,90,0,23551,8,0,3,Support,1,NA_S2_RR_W4_D1_M1,4,Sakura
8,6581,0,105,0,0,5,0,5,Damage,0,NA_S2_RR_W1_D2_M2,1,NTMR
8,5084,1,33,0,134,11,1,2,Damage,0,NA_S2_RR_W1_D2_M2,1,NTMR
5,7948,0,78,11985,790,8,0,2,Tank,0,NA_S2_RR_W1_D2_M2,1,NTMR
6,3162,6,18,920,3147,10,1,3,Support,0,NA_S2_RR_W1_D2_M2,1,NTMR
7,3832,5,19,0,6402,8,0,3,Support,0,NA_S2_RR_W1_D2_M2,1,NTMR
25,7175,0,88,0,0,1,0,13,Damage,1,NA_S2_RR_W1_D2_M2,1,SpaceStation
21,8370,0,38,0,0,6,1,11,Damage,1,NA_S2_RR_W1_D2_M2,1,SpaceStation
22,8227,3,99,9518,1212,4,0,4,Tank,1,NA_S2_RR_W1_D2_M2,1,SpaceStation
17,3731,21,79,1075,6077,1,0,4,Support,1,NA_S2_RR_W1_D2_M2,1,SpaceStation
17,3637,14,46,69,7520,4,1,9,Support,1,NA_S2_RR_W1_D2_M2,1,SpaceStation
29,10233,0,121,653,33,6,1,18,Damage,1,NA_S2_RR_W1_D2_M2,2,NTMR
23,13347,1,38,0,0,7,1,10,Damage,1,NA_S2_RR_W1_D2_M2,2,NTMR
10,7083,3,24,6460,161,3,0,4,Tank,1,NA_S2_RR_W1_D2_M2,2,NTMR
21,3136,29,73,0,13597,5,0,4,Support,1,NA_S2_RR_W1_D2_M2,2,NTMR
13,3853,18,69,612,9827,5,0,3,Support,1,NA_S2_RR_W1_D2_M2,2,NTMR
22,10560,0,132,866,37,8,1,15,Damage,0,NA_S2_RR_W1_D2_M2,2,SpaceStation
13,11566,0,15,0,0,10,1,6,Damage,0,NA_S2_RR_W1_D2_M2,2,SpaceStation
12,10908,3,133,11845,181,9,0,3,Tank,0,NA_S2_RR_W1_D2_M2,2,SpaceStation
7,2666,9,49,37,10373,10,0,1,Support,0,NA_S2_RR_W1_D2_M2,2,SpaceStation
7,3422,9,15,796,13106,11,0,2,Support,0,NA_S2_RR_W1_D2_M2,2,SpaceStation
19,8873,0,70,0,0,7,0,8,Damage,1,NA_S2_RR_W1_D2_M2,3,NTMR
20,8717,3,24,62,1082,12,0,8,Damage,1,NA_S2_RR_W1_D2_M2,3,NTMR
21,13048,11,172,9187,3127,8,0,8,Tank,1,NA_S2_RR_W1_D2_M2,3,NTMR
15,5026,19,27,2692,9796,10,0,2,Support,1,NA_S2_RR_W1_D2_M2,3,NTMR
10,6512,21,30,1143,11360,10,0,4,Support,1,NA_S2_RR_W1_D2_M2,3,NTMR
38,10502,0,72,0,0,4,1,13,Damage,0,NA_S2_RR_W1_D2_M2,3,SpaceStation
30,15131,0,44,0,0,9,0,12,Damage,0,NA_S2_RR_W1_D2_M2,3,SpaceStation
36,10160,12,93,10077,0,5,1,8,Tank,0,NA_S2_RR_W1_D2_M2,3,SpaceStation
24,5822,20,40,1358,6172,6,0,8,Support,0,NA_S2_RR_W1_D2_M2,3,SpaceStation
17,7101,25,35,0,10532,7,0,5,Support,0,NA_S2_RR_W1_D2_M2,3,SpaceStation
27,7892,0,28,0,0,5,2,17,Damage,1,NA_S2_RR_W1_D2_M2,4,NTMR
32,12238,1,15,0,0,6,3,18,Damage,1,NA_S2_RR_W1_D2_M2,4,NTMR
19,10050,4,101,5074,0,7,0,6,Tank,1,NA_S2_RR_W1_D2_M2,4,NTMR
12,2008,17,18,0,8563,7,0,2,Support,1,NA_S2_RR_W1_D2_M2,4,NTMR
10,2990,23,30,4636,7526,7,0,0,Support,1,NA_S2_RR_W1_D2_M2,4,NTMR
26,7713,0,146,0,0,6,1,13,Damage,0,NA_S2_RR_W1_D2_M2,4,SpaceStation
24,10484,0,89,0,0,11,0,9,Damage,0,NA_S2_RR_W1_D2_M2,4,SpaceStation
22,9628,6,105,12100,964,7,1,6,Tank,0,NA_S2_RR_W1_D2_M2,4,SpaceStation
10,2142,18,131,7225,5949,11,0,3,Support,0,NA_S2_RR_W1_D2_M2,4,SpaceStation
10,2727,12,60,759,8211,8,0,1,Support,0,NA_S2_RR_W1_D2_M2,4,SpaceStation
17,8656,1,17,354,91,5,0,11,Damage,1,NA_S2_RR_W6_D1_M3,1,Extinction
24,6002,0,22,0,0,5,5,8,Damage,1,NA_S2_RR_W6_D1_M3,1,Extinction
21,10284,6,66,5143,0,3,0,13,Tank,1,NA_S2_RR_W6_D1_M3,1,Extinction
12,4174,16,23,1148,8854,5,0,1,Support,1,NA_S2_RR_W6_D1_M3,1,Extinction
13,2888,24,19,4452,5947,5,0,0,Support,1,NA_S2_RR_W6_D1_M3,1,Extinction
10,4446,0,32,0,0,6,0,3,Damage,0,NA_S2_RR_W6_D1_M3,1,Supernova
18,8191,0,30,195,7,6,1,11,Damage,0,NA_S2_RR_W6_D1_M3,1,Supernova
9,6771,2,60,5274,0,7,0,2,Tank,0,NA_S2_RR_W6_D1_M3,1,Supernova
11,4391,12,15,1037,9687,8,0,3,Support,0,NA_S2_RR_W6_D1_M3,1,Supernova
12,3837,16,17,3669,6827,6,0,4,Support,0,NA_S2_RR_W6_D1_M3,1,Supernova
19,6226,0,15,0,0,5,0,7,Damage,1,NA_S2_RR_W6_D1_M3,2,Extinction
18,6972,1,37,3110,99,6,0,7,Damage,1,NA_S2_RR_W6_D1_M3,2,Extinction
20,7358,3,88,7870,0,5,1,12,Tank,1,NA_S2_RR_W6_D1_M3,2,Extinction
11,3593,23,18,0,9456,7,0,3,Support,1,NA_S2_RR_W6_D1_M3,2,Extinction
17,3900,12,22,1757,4869,7,0,6,Support,1,NA_S2_RR_W6_D1_M3,2,Extinction
19,7294,0,127,2980,455,6,1,9,Damage,0,NA_S2_RR_W6_D1_M3,2,Supernova
16,6831,0,51,0,0,9,1,3,Damage,0,NA_S2_RR_W6_D1_M3,2,Supernova
19,8623,4,203,7587,0,7,1,8,Tank,0,NA_S2_RR_W6_D1_M3,2,Supernova
8,3207,11,56,0,7228,7,1,5,Support,0,NA_S2_RR_W6_D1_M3,2,Supernova
15,3737,12,92,1276,4865,6,0,5,Support,0,NA_S2_RR_W6_D1_M3,2,Supernova
20,10085,0,46,0,0,8,2,8,Damage,1,NA_S2_RR_W6_D1_M3,3,Extinction
23,12154,0,51,2980,204,8,2,15,Damage,1,NA_S2_RR_W6_D1_M3,3,Extinction
24,13875,7,206,23013,751,7,0,10,Tank,1,NA_S2_RR_W6_D1_M3,3,Extinction
19,6647,17,83,98,16705,6,0,8,Support,1,NA_S2_RR_W6_D1_M3,3,Extinction
22,6636,24,91,4264,8735,10,0,1,Support,1,NA_S2_RR_W6_D1_M3,3,Extinction
23,9472,0,67,1333,0,13,1,12,Damage,0,NA_S2_RR_W6_D1_M3,3,Supernova
25,15263,0,42,0,0,6,0,11,Damage,0,NA_S2_RR_W6_D1_M3,3,Supernova
24,12528,10,216,15826,772,9,3,8,Tank,0,NA_S2_RR_W6_D1_M3,3,Supernova
18,6540,20,96,2291,9011,7,1,2,Support,0,NA_S2_RR_W6_D1_M3,3,Supernova
15,7996,18,45,3530,14572,8,0,6,Support,0,NA_S2_RR_W6_D1_M3,3,Supernova
9,5375,0,72,2840,384,10,0,6,Damage,0,NA_S2_RR_W1_D1_M2,1,Sakura
11,12112,0,17,0,0,8,0,4,Damage,0,NA_S2_RR_W1_D1_M2,1,Sakura
16,10651,2,46,9120,0,8,0,7,Tank,0,NA_S2_RR_W1_D1_M2,1,Sakura
8,3924,17,9,0,12644,6,1,2,Support,0,NA_S2_RR_W1_D1_M2,1,Sakura
10,3463,9,52,867,5405,6,0,3,Support,0,NA_S2_RR_W1_D1_M2,1,Sakura
28,6174,0,83,628,0,6,0,12,Damage,1,NA_S2_RR_W1_D1_M2,1,NTMR
26,9870,1,8,0,0,5,1,14,Damage,1,NA_S2_RR_W1_D1_M2,1,NTMR
26,10405,5,71,10350,0,5,0,7,Tank,1,NA_S2_RR_W1_D1_M2,1,NTMR
18,3667,23,23,1805,6622,3,0,0,Support,1,NA_S2_RR_W1_D1_M2,1,NTMR
18,5528,28,26,0,14014,3,0,4,Support,1,NA_S2_RR_W1_D1_M2,1,NTMR
16,12571,6,97,1802,678,12,0,7,Damage,0,NA_S2_RR_W1_D1_M2,2,Sakura
25,18999,0,122,0,0,9,1,14,Damage,0,NA_S2_RR_W1_D1_M2,2,Sakura
29,13033,15,321,20693,563,8,0,11,Tank,0,NA_S2_RR_W1_D1_M2,2,Sakura
15,4872,21,89,0,19557,9,0,3,Support,0,NA_S2_RR_W1_D1_M2,2,Sakura
15,5321,17,163,2194,7948,11,0,4,Support,0,NA_S2_RR_W1_D1_M2,2,Sakura
33,13354,0,194,0,0,7,3,14,Damage,1,NA_S2_RR_W1_D1_M2,2,NTMR
33,18568,1,77,0,0,7,1,22,Damage,1,NA_S2_RR_W1_D1_M2,2,NTMR
29,13991,9,156,19611,0,8,0,6,Tank,1,NA_S2_RR_W1_D1_M2,2,NTMR
18,4585,23,81,0,20139,7,0,3,Support,1,NA_S2_RR_W1_D1_M2,2,NTMR
13,5398,30,164,8603,13187,11,0,4,Support,1,NA_S2_RR_W1_D1_M2,2,NTMR
25,13582,3,190,5768,1108,12,2,15,Damage,0,NA_S2_RR_W1_D1_M2,3,Sakura
19,16029,0,61,0,0,12,0,8,Damage,0,NA_S2_RR_W1_D1_M2,3,Sakura
21,13143,11,331,19222,1679,11,2,8,Tank,0,NA_S2_RR_W1_D1_M2,3,Sakura
18,4731,17,124,0,23908,11,0,2,Support,0,NA_S2_RR_W1_D1_M2,3,Sakura
13,5825,21,162,3274,10270,11,0,3,Support,0,NA_S2_RR_W1_D1_M2,3,Sakura
40,13712,0,154,924,206,9,0,22,Damage,1,NA_S2_RR_W1_D1_M2,3,NTMR
33,17457,2,51,0,0,8,3,13,Damage,1,NA_S2_RR_W1_D1_M2,3,NTMR
40,21248,17,170,14285,0,5,0,10,Tank,1,NA_S2_RR_W1_D1_M2,3,NTMR
19,4198,32,66,0,21680,6,1,3,Support,1,NA_S2_RR_W1_D1_M2,3,NTMR
23,6405,36,202,1925,12269,8,0,7,Support,1,NA_S2_RR_W1_D1_M2,3,NTMR
18,5616,0,17,0,0,6,2,9,Damage,1,NA_S2_RR_W4_D2_M2,1,Geekay Esports
23,6033,0,38,0,0,3,1,9,Damage,1,NA_S2_RR_W4_D2_M2,1,Geekay Esports
21,6928,3,33,6571,0,4,0,9,Tank,1,NA_S2_RR_W4_D2_M2,1,Geekay Esports
18,4392,18,35,1441,6450,3,1,3,Support,1,NA_S2_RR_W4_D2_M2,1,Geekay Esports
19,5524,16,40,0,6200,2,2,10,Support,1,NA_S2_RR_W4_D2_M2,1,Geekay Esports
11,4992,0,38,0,0,6,2,6,Damage,0,NA_S2_RR_W4_D2_M2,1,DhillDucks
8,5978,0,13,0,0,9,0,5,Damage,0,NA_S2_RR_W4_D2_M2,1,DhillDucks
10,7724,1,28,6306,0,7,1,3,Tank,0,NA_S2_RR_W4_D2_M2,1,DhillDucks
8,4039,7,34,424,4199,9,0,3,Support,0,NA_S2_RR_W4_D2_M2,1,DhillDucks
5,3048,6,4,0,5791,10,0,1,Support,0,NA_S2_RR_W4_D2_M2,1,DhillDucks
16,6865,2,3,67,0,3,3,8,Damage,1,NA_S2_RR_W4_D2_M2,2,Geekay Esports
19,5008,3,13,0,1392,0,1,11,Damage,1,NA_S2_RR_W4_D2_M2,2,Geekay Esports
15,6214,2,39,3409,0,2,0,5,Tank,1,NA_S2_RR_W4_D2_M2,2,Geekay Esports
6,1498,18,20,782,5617,0,0,1,Support,1,NA_S2_RR_W4_D2_M2,2,Geekay Esports
10,3198,5,1,151,3225,3,0,5,Support,1,NA_S2_RR_W4_D2_M2,2,Geekay Esports
4,3915,0,16,511,0,5,1,3,Damage,0,NA_S2_RR_W4_D2_M2,2,DhillDucks
3,3918,1,30,509,480,5,0,1,Damage,0,NA_S2_RR_W4_D2_M2,2,DhillDucks
2,3081,1,44,6350,0,6,0,0,Tank,0,NA_S2_RR_W4_D2_M2,2,DhillDucks
5,2041,4,22,11,2367,8,0,1,Support,0,NA_S2_RR_W4_D2_M2,2,DhillDucks
5,2532,2,18,990,6064,6,1,3,Support,0,NA_S2_RR_W4_D2_M2,2,DhillDucks
26,13269,4,29,36,0,5,1,10,Damage,1,NA_S2_RR_W4_D2_M2,3,Geekay Esports
22,9395,7,16,0,895,3,2,10,Damage,1,NA_S2_RR_W4_D2_M2,3,Geekay Esports
26,11438,4,47,9264,1317,4,3,12,Tank,1,NA_S2_RR_W4_D2_M2,3,Geekay Esports
7,3306,25,58,2053,13040,5,0,1,Support,1,NA_S2_RR_W4_D2_M2,3,Geekay Esports
22,9920,15,22,466,9316,4,0,8,Support,1,NA_S2_RR_W4_D2_M2,3,Geekay Esports
13,6220,1,26,0,250,6,0,3,Damage,0,NA_S2_RR_W4_D2_M2,3,DhillDucks
11,9747,1,23,162,43,11,0,5,Damage,0,NA_S2_RR_W4_D2_M2,3,DhillDucks
11,10181,6,52,5927,300,9,0,2,Tank,0,NA_S2_RR_W4_D2_M2,3,DhillDucks
13,8212,8,38,0,10275,7,0,5,Support,0,NA_S2_RR_W4_D2_M2,3,DhillDucks
9,6533,10,6,0,7936,8,0,6,Support,0,NA_S2_RR_W4_D2_M2,3,DhillDucks
13,9029,2,13,321,73,6,0,6,Damage,0,NA_S2_RR_W5_D2_M2,1,Supernova
16,5839,0,58,0,0,7,2,4,Damage,0,NA_S2_RR_W5_D2_M2,1,Supernova
10,10070,2,46,6319,0,7,1,4,Tank,0,NA_S2_RR_W5_D2_M2,1,Supernova
10,3920,10,2,967,11193,6,0,3,Support,0,NA_S2_RR_W5_D2_M2,1,Supernova
9,2294,12,10,3763,5499,8,0,1,Support,0,NA_S2_RR_W5_D2_M2,1,Supernova
19,7960,2,7,42,25,5,0,8,Damage,1,NA_S2_RR_W5_D2_M2,1,Team Liquid
21,5958,0,51,0,0,2,0,8,Damage,1,NA_S2_RR_W5_D2_M2,1,Team Liquid
20,13026,7,54,7454,0,4,0,7,Tank,1,NA_S2_RR_W5_D2_M2,1,Team Liquid
19,4682,18,16,882,13821,3,0,7,Support,1,NA_S2_RR_W5_D2_M2,1,Team Liquid
11,2465,18,18,4487,5326,5,0,4,Support,1,NA_S2_RR_W5_D2_M2,1,Team Liquid
3,4463,0,16,7,33,6,0,2,Damage,0,NA_S2_RR_W5_D2_M2,2,Supernova
6,3730,0,49,0,0,5,2,3,Damage,0,NA_S2_RR_W5_D2_M2,2,Supernova
3,6756,1,83,3281,0,5,0,1,Tank,0,NA_S2_RR_W5_D2_M2,2,Supernova
3,3147,2,5,255,7101,5,0,1,Support,0,NA_S2_RR_W5_D2_M2,2,Supernova
3,2278,1,10,1202,1935,6,0,0,Support,0,NA_S2_RR_W5_D2_M2,2,Supernova
17,6279,1,13,183,165,1,1,8,Damage,1,NA_S2_RR_W5_D2_M2,2,Team Liquid
14,4848,0,20,727,19,1,0,6,Damage,1,NA_S2_RR_W5_D2_M2,2,Team Liquid
17,7226,2,53,3158,0,1,0,8,Tank,1,NA_S2_RR_W5_D2_M2,2,Team Liquid
15,2023,10,13,88,9022,3,0,2,Support,1,NA_S2_RR_W5_D2_M2,2,Team Liquid
13,1767,20,31,3613,5308,1,0,3,Support,1,NA_S2_RR_W5_D2_M2,2,Team Liquid
22,15444,0,27,0,0,9,1,11,Damage,0,NA_S2_RR_W5_D2_M2,3,Supernova
15,10113,0,98,1892,351,10,1,12,Damage,0,NA_S2_RR_W5_D2_M2,3,Supernova
15,8848,2,115,18996,38,11,1,2,Tank,0,NA_S2_RR_W5_D2_M2,3,Supernova
11,6053,18,103,1125,11426,7,0,1,Support,0,NA_S2_RR_W5_D2_M2,3,Supernova
11,3679,15,49,1208,13404,8,0,4,Support,0,NA_S2_RR_W5_D2_M2,3,Supernova
22,12699,1,60,0,0,8,1,14,Damage,1,NA_S2_RR_W5_D2_M2,3,Team Liquid
26,10502,1,61,0,0,7,0,9,Damage,1,NA_S2_RR_W5_D2_M2,3,Team Liquid
18,14384,4,75,15221,690,5,0,8,Tank,1,NA_S2_RR_W5_D2_M2,3,Team Liquid
21,5797,25,91,1394,17595,4,0,3,Support,1,NA_S2_RR_W5_D2_M2,3,Team Liquid
22,7636,17,139,3406,8885,6,0,9,Support,1,NA_S2_RR_W5_D2_M2,3,Team Liquid
19,6500,2,5,0,0,4,1,9,Damage,1,NA_S2_RR_W4_D1_M3,1,NTMR
22,4615,0,34,0,0,1,2,6,Damage,1,NA_S2_RR_W4_D1_M3,1,NTMR
21,5787,4,54,3362,0,2,2,9,Tank,1,NA_S2_RR_W4_D1_M3,1,NTMR
12,3775,18,26,0,5679,3,0,3,Support,1,NA_S2_RR_W4_D1_M3,1,NTMR
13,2281,7,17,300,2342,6,0,6,Support,1,NA_S2_RR_W4_D1_M3,1,NTMR
12,3879,0,34,0,0,7,2,6,Damage,0,NA_S2_RR_W4_D1_M3,1,Extinction
6,2759,0,16,0,0,7,1,5,Damage,0,NA_S2_RR_W4_D1_M3,1,Extinction
9,3509,2,52,3340,0,6,0,3,Tank,0,NA_S2_RR_W4_D1_M3,1,Extinction
9,3129,5,19,15,2147,7,0,2,Support,0,NA_S2_RR_W4_D1_M3,1,Extinction
3,2882,6,20,0,4091,7,0,0,Support,0,NA_S2_RR_W4_D1_M3,1,Extinction
23,8488,0,16,0,0,7,1,11,Damage,1,NA_S2_RR_W4_D1_M3,2,NTMR
25,7526,0,50,0,0,3,0,8,Damage,1,NA_S2_RR_W4_D1_M3,2,NTMR
30,9881,17,136,5796,2393,3,0,9,Tank,1,NA_S2_RR_W4_D1_M3,2,NTMR
13,4702,25,23,0,8923,4,0,3,Support,1,NA_S2_RR_W4_D1_M3,2,NTMR
20,3646,20,24,603,5972,6,0,7,Support,1,NA_S2_RR_W4_D1_M3,2,NTMR
14,5896,0,47,0,0,5,0,6,Damage,0,NA_S2_RR_W4_D1_M3,2,Extinction
12,8321,0,35,0,0,8,1,6,Damage,0,NA_S2_RR_W4_D1_M3,2,Extinction
16,6799,4,49,10123,246,8,1,5,Tank,0,NA_S2_RR_W4_D1_M3,2,Extinction
7,5030,14,18,1928,4767,9,0,0,Support,0,NA_S2_RR_W4_D1_M3,2,Extinction
11,4396,10,29,0,8372,9,0,5,Support,0,NA_S2_RR_W4_D1_M3,2,Extinction
23,13143,0,34,0,0,15,1,15,Damage,0,NA_S2_RR_W4_D1_M3,3,NTMR
25,9663,0,192,0,0,9,3,8,Damage,0,NA_S2_RR_W4_D1_M3,3,NTMR
28,12294,6,216,12221,0,8,2,8,Tank,0,NA_S2_RR_W4_D1_M3,3,NTMR
20,5638,17,88,350,13672,9,3,10,Support,0,NA_S2_RR_W4_D1_M3,3,NTMR
12,4075,14,78,1009,7214,10,0,5,Support,0,NA_S2_RR_W4_D1_M3,3,NTMR
38,10692,0,190,0,0,7,1,19,Damage,1,NA_S2_RR_W4_D1_M3,3,Extinction
20,10606,1,71,0,0,9,0,6,Damage,1,NA_S2_RR_W4_D1_M3,3,Extinction
41,11417,5,164,7496,106,8,1,19,Tank,1,NA_S2_RR_W4_D1_M3,3,Extinction
17,6498,21,127,1577,7910,10,0,4,Support,1,NA_S2_RR_W4_D1_M3,3,Extinction
19,6359,29,109,0,11894,12,0,3,Support,1,NA_S2_RR_W4_D1_M3,3,Extinction
16,9344,0,34,0,0,7,0,7,Damage,0,NA_S2_RR_W4_D1_M3,4,NTMR
24,8227,0,155,0,0,4,0,13,Damage,0,NA_S2_RR_W4_D1_M3,4,NTMR
16,11126,9,246,11731,0,8,0,2,Tank,0,NA_S2_RR_W4_D1_M3,4,NTMR
12,4996,17,69,0,6880,7,0,5,Support,0,NA_S2_RR_W4_D1_M3,4,NTMR
8,2264,14,37,0,6938,8,0,1,Support,0,NA_S2_RR_W4_D1_M3,4,NTMR
23,7839,0,21,0,0,6,4,15,Damage,1,NA_S2_RR_W4_D1_M3,4,Extinction
16,8797,0,9,272,110,5,0,7,Damage,1,NA_S2_RR_W4_D1_M3,4,Extinction
19,10436,7,188,6952,0,4,1,7,Tank,1,NA_S2_RR_W4_D1_M3,4,Extinction
10,1735,17,24,4735,6943,6,0,3,Support,1,NA_S2_RR_W4_D1_M3,4,Extinction
13,2128,15,15,0,13487,7,0,2,Support,1,NA_S2_RR_W4_D1_M3,4,Extinction
34,11806,0,21,0,0,6,1,11,Damage,1,NA_S2_RR_W4_D1_M3,5,NTMR
30,9695,0,60,1636,431,7,1,13,Damage,1,NA_S2_RR_W4_D1_M3,5,NTMR
38,11326,4,104,9405,0,5,1,15,Tank,1,NA_S2_RR_W4_D1_M3,5,NTMR
20,5362,34,119,0,11812,4,0,8,Support,1,NA_S2_RR_W4_D1_M3,5,NTMR
31,5891,25,78,2346,7945,1,0,10,Support,1,NA_S2_RR_W4_D1_M3,5,NTMR
13,7503,0,45,2244,44,12,0,6,Damage,0,NA_S2_RR_W4_D1_M3,5,Extinction
10,10011,1,69,0,0,11,0,3,Damage,0,NA_S2_RR_W4_D1_M3,5,Extinction
16,10229,3,97,8637,0,11,3,8,Tank,0,NA_S2_RR_W4_D1_M3,5,Extinction
10,4281,11,102,1558,5697,11,0,4,Support,0,NA_S2_RR_W4_D1_M3,5,Extinction
6,4912,12,92,0,11907,12,1,2,Support,0,NA_S2_RR_W4_D1_M3,5,Extinction
27,9419,0,111,0,0,6,0,9,Damage,1,NA_S2_RR_W5_D2_M1,1,Sakura
20,16334,0,23,0,0,7,4,10,Damage,1,NA_S2_RR_W5_D2_M1,1,Sakura
25,11610,4,103,9383,0,9,1,11,Tank,1,NA_S2_RR_W5_D2_M1,1,Sakura
17,6646,19,75,1440,7716,8,0,2,Support,1,NA_S2_RR_W5_D2_M1,1,Sakura
10,3687,19,30,0,12688,7,0,6,Support,1,NA_S2_RR_W5_D2_M1,1,Sakura
22,10949,1,26,0,0,9,1,12,Damage,0,NA_S2_RR_W5_D2_M1,1,SpaceStation
23,7847,0,81,0,0,7,2,10,Damage,0,NA_S2_RR_W5_D2_M1,1,SpaceStation
23,11759,8,127,19169,1643,8,1,6,Tank,0,NA_S2_RR_W5_D2_M1,1,SpaceStation
9,5405,10,41,0,12928,5,0,3,Support,0,NA_S2_RR_W5_D2_M1,1,SpaceStation
15,5621,8,44,2383,7165,10,1,6,Support,0,NA_S2_RR_W5_D2_M1,1,SpaceStation
4,3272,0,72,0,0,6,0,3,Damage,0,NA_S2_RR_W5_D2_M1,2,Sakura
3,6178,1,6,0,0,7,0,1,Damage,0,NA_S2_RR_W5_D2_M1,2,Sakura
9,5963,6,121,12074,0,6,0,3,Tank,0,NA_S2_RR_W5_D2_M1,2,Sakura
6,2180,3,35,673,3342,4,0,3,Support,0,NA_S2_RR_W5_D2_M1,2,Sakura
5,2735,7,33,0,8282,5,0,0,Support,0,NA_S2_RR_W5_D2_M1,2,Sakura
15,6635,0,29,0,0,2,1,5,Damage,1,NA_S2_RR_W5_D2_M1,2,SpaceStation
20,6390,0,93,0,0,0,0,12,Damage,1,NA_S2_RR_W5_D2_M1,2,SpaceStation
21,8086,1,87,9789,0,2,0,6,Tank,1,NA_S2_RR_W5_D2_M1,2,SpaceStation
8,2964,20,38,0,6938,3,0,3,Support,1,NA_S2_RR_W5_D2_M1,2,SpaceStation
11,2845,15,53,1080,4958,3,0,2,Support,1,NA_S2_RR_W5_D2_M1,2,SpaceStation
9,9754,0,99,3053,374,10,0,4,Damage,0,NA_S2_RR_W5_D2_M1,3,Sakura
15,13200,1,98,395,0,7,1,8,Damage,0,NA_S2_RR_W5_D2_M1,3,Sakura
14,8832,5,170,23836,0,8,0,3,Tank,0,NA_S2_RR_W5_D2_M1,3,Sakura
8,3830,12,97,1866,6326,5,0,0,Support,0,NA_S2_RR_W5_D2_M1,3,Sakura
9,4016,12,86,374,14032,8,0,3,Support,0,NA_S2_RR_W5_D2_M1,3,Sakura
29,12924,0,38,0,0,5,1,12,Damage,1,NA_S2_RR_W5_D2_M1,3,SpaceStation
21,7737,0,46,0,0,2,0,11,Damage,1,NA_S2_RR_W5_D2_M1,3,SpaceStation
23,14157,7,171,9062,0,4,0,8,Tank,1,NA_S2_RR_W5_D2_M1,3,SpaceStation
14,5209,26,48,1740,17247,3,0,1,Support,1,NA_S2_RR_W5_D2_M1,3,SpaceStation
15,4341,19,127,5811,7260,4,0,6,Support,1,NA_S2_RR_W5_D2_M1,3,SpaceStation
17,5249,0,103,0,0,6,0,8,Damage,0,NA_S2_RR_W5_D2_M1,4,Sakura
12,9474,2,35,0,0,8,0,5,Damage,0,NA_S2_RR_W5_D2_M1,4,Sakura
12,7441,2,94,6846,249,9,0,7,Tank,0,NA_S2_RR_W5_D2_M1,4,Sakura
12,5397,8,78,0,4973,5,0,2,Support,0,NA_S2_RR_W5_D2_M1,4,Sakura
5,1924,13,27,0,8859,9,0,1,Support,0,NA_S2_RR_W5_D2_M1,4,Sakura
24,7281,0,59,0,0,7,1,9,Damage,1,NA_S2_RR_W5_D2_M1,4,SpaceStation
27,6869,0,39,0,0,1,0,10,Damage,1,NA_S2_RR_W5_D2_M1,4,SpaceStation
